words,links,capital_words,spam_word_count,is_spam
22,5,1,0,0
216,10,24,3,1
613,2,10,9,1
50,1,3,0,0
44,2,2,0,0
255,8,21,9,1
814,0,7,9,1
141,1,1,1,0
332,10,13,1,1
291,3,0,6,0
294,5,2,1,0
196,0,3,4,0
515,3,2,3,1
173,2,1,1,0
208,1,2,2,0
456,5,13,2,1
613,8,12,8,1
247,2,4,1,0
61,2,2,3,0
103,3,23,4,1
84,2,2,2,0
178,2,5,3,1
893,1,26,8,1
144,2,3,1,0
860,9,13,10,1
480,4,28,9,1
401,4,20,7,1
427,0,29,4,1
160,2,2,0,0
598,9,20,6,1
90,3,7,5,1
97,1,2,0,0
869,2,18,1,1
841,9,1,1,1
595,0,27,6,1
73,2,4,1,0
150,4,16,0,1
497,1,8,1,0
545,7,19,3,1
742,6,23,6,1
894,4,11,2,1
96,1,0,0,0
281,1,3,0,0
281,1,4,6,0
151,1,2,1,0
300,0,1,1,0
489,5,28,0,1
402,3,4,10,1
100,0,2,6,0
184,2,0,6,0
350,7,13,8,1
660,6,4,7,1
83,4,2,1,0
195,2,28,3,1
60,1,7,3,0
300,2,1,4,0
814,7,7,7,1
349,3,6,10,1
546,10,10,3,1
146,4,28,5,1
21,0,2,1,0
42,2,1,0,0
637,5,8,10,1
255,1,0,1,0
284,2,6,1,0
172,2,2,2,0
287,2,0,0,0
490,0,1,6,0
203,0,2,6,0
262,2,3,2,0
106,1,0,0,0
255,1,1,0,0
611,4,22,4,1
38,1,3,2,0
849,1,10,0,1
37,2,2,0,0
246,4,1,0,0
123,9,2,3,1
93,2,1,2,0
652,2,9,6,1
375,1,6,1,0
245,1,3,1,0
140,1,2,2,0
606,2,21,0,1
113,0,2,4,0
28,1,2,0,0
184,2,0,2,0
259,0,0,1,0
236,1,0,2,0
138,6,13,5,1
737,2,4,7,1
143,0,5,8,1
62,1,5,1,0
129,1,8,2,0
174,1,2,3,0
345,3,3,1,0
350,7,22,7,1
66,2,0,6,0
134,2,16,2,1
217,0,1,1,0
29,4,3,5,0
30,2,1,0,0
247,8,8,8,1
420,2,0,1,0
194,10,27,5,1
166,0,1,3,0
641,10,14,3,1
51,7,9,9,1
258,2,2,4,0
384,1,12,6,1
29,1,2,1,0
474,1,2,2,0
445,2,3,2,0
107,2,3,2,0
129,6,20,1,1
169,9,12,8,1
579,9,17,7,1
220,1,3,0,0
846,3,16,5,1
577,3,19,5,1
892,5,6,5,1
72,2,19,4,1
412,1,2,2,0
933,3,29,4,1
197,6,14,4,1
352,2,0,5,0
149,6,25,5,1
415,3,19,9,1
178,8,22,10,1
371,0,4,6,1
30,1,2,2,0
52,3,0,2,0
27,2,2,0,0
858,10,30,6,1
204,2,3,0,0
145,1,3,2,0
703,4,6,10,1
759,2,1,2,1
173,9,11,1,1
671,6,18,0,1
476,2,1,9,1
259,1,0,2,0
825,6,21,8,1
39,2,1,0,0
865,10,5,6,1
259,1,0,0,0
204,3,1,2,0
363,1,2,0,0
80,0,2,2,0
100,3,21,1,1
475,4,15,8,1
268,5,5,6,1
257,2,0,1,0
67,2,0,0,0
796,3,25,2,1
194,2,3,3,0
174,5,6,2,0
335,0,10,9,1
208,2,0,0,0
182,2,0,2,0
374,3,17,3,1
395,0,0,3,0
186,0,2,1,0
283,8,30,1,1
186,0,4,0,0
409,0,3,3,0
54,1,6,0,0
347,0,3,1,0
338,8,7,8,1
821,8,7,7,1
39,1,2,0,0
194,1,3,1,0
961,9,30,6,1
53,0,0,1,0
973,5,21,8,1
59,2,0,0,0
171,6,14,10,1
226,3,19,4,1
168,2,7,2,0
202,0,3,2,0
284,2,3,1,0
341,4,27,3,1
163,1,0,1,0
162,0,0,0,0
172,3,2,2,0
416,2,0,4,0
242,2,3,5,0
247,0,1,2,0
596,2,6,2,1
241,2,0,2,0
162,7,30,10,1
137,2,16,8,1
134,4,29,7,1
165,3,4,0,0
638,5,29,8,1
393,4,6,9,1
172,0,0,3,0
198,5,27,0,1
807,7,22,4,1
799,9,1,8,1
275,1,1,2,0
705,2,5,10,1
112,3,13,7,1
170,1,2,0,0
517,2,18,10,1
29,0,1,2,0
750,2,13,6,1
58,2,2,6,0
381,5,3,2,0
394,8,1,3,1
356,2,1,8,1
103,2,25,7,1
673,1,19,3,1
691,7,26,10,1
23,0,1,6,0
125,2,12,3,1
324,8,19,10,1
436,10,10,1,1
110,1,2,5,0
47,5,0,0,0
119,5,1,6,0
50,2,23,7,1
143,4,21,2,1
81,1,8,0,0
274,4,23,4,1
333,3,5,4,1
109,1,1,1,0
159,1,2,1,0
371,2,9,5,1
187,2,0,2,0
522,9,16,10,1
114,8,6,9,1
297,2,13,7,1
186,2,2,2,0
88,4,2,2,0
717,5,30,4,1
597,10,4,7,1
167,9,9,4,1
21,0,2,4,0
178,2,0,2,0
560,3,22,9,1
961,7,1,4,1
513,5,21,8,1
290,0,9,3,0
130,1,3,2,0
706,6,7,4,1
184,0,18,5,1
291,1,2,4,0
640,2,29,7,1
281,2,4,6,1
211,1,0,5,0
895,4,22,2,1
35,2,3,0,0
137,2,2,2,0
415,6,29,6,1
115,8,15,9,1
80,3,13,6,1
124,4,1,5,1
167,0,2,0,0
263,2,3,0,0
132,3,9,9,1
290,2,2,2,0
244,6,6,3,1
169,0,0,2,0
148,3,0,1,0
222,4,3,2,0
204,2,2,2,0
255,0,24,10,1
133,2,1,0,0
904,3,23,7,1
73,1,1,2,0
992,2,7,1,1
297,1,3,2,0
226,2,0,1,0
149,1,3,2,0
226,5,8,2,0
252,9,29,3,1
330,2,0,2,1
108,6,9,2,1
119,2,3,1,0
252,2,26,6,1
85,5,1,1,0
132,1,0,0,0
502,10,27,6,1
160,1,1,2,0
325,2,3,0,0
238,2,2,1,0
244,0,1,1,0
54,2,3,2,0
83,8,14,8,1
170,6,27,7,1
257,2,2,2,0
242,0,1,1,0
32,1,2,0,0
297,2,1,2,0
269,2,3,2,0
166,0,9,0,0
295,2,1,3,0
765,4,6,10,1
77,2,0,0,0
262,0,3,0,0
183,6,22,6,1
50,10,0,4,1
277,8,15,3,1
105,1,2,0,0
109,2,5,2,1
825,5,5,0,1
316,8,11,8,1
277,2,0,5,0
622,5,1,7,1
21,1,7,3,0
953,8,9,4,1
271,1,9,0,0
78,3,3,9,1
616,2,13,6,1
203,0,7,2,0
138,5,8,7,1
96,7,5,10,1
56,1,4,0,0
217,2,3,2,0
473,1,0,1,0
161,1,3,1,0
204,2,3,0,0
181,2,2,0,0
157,3,15,3,1
888,2,8,5,1
544,1,15,5,1
189,2,26,1,1
940,2,9,2,1
66,2,14,5,1
128,5,4,3,1
174,4,0,1,0
104,3,3,8,1
213,1,3,0,0
118,2,6,8,1
205,1,0,5,0
312,2,2,2,0
151,9,23,6,1
161,3,9,3,1
404,1,2,6,0
710,2,6,7,1
247,2,0,1,0
707,9,17,8,1
118,2,3,0,0
165,4,3,1,0
308,1,3,6,0
126,1,2,1,0
567,1,16,4,1
82,2,3,2,0
994,8,16,0,1
164,2,0,8,1
355,1,4,6,0
592,7,3,3,1
65,3,2,1,0
164,10,16,8,1
479,1,0,1,0
372,8,6,9,1
179,5,7,8,1
677,4,25,3,1
394,3,4,3,1
142,2,1,0,0
290,1,3,6,0
869,5,5,3,1
707,3,23,8,1
255,2,1,2,0
161,1,3,1,0
183,2,2,5,0
58,1,3,1,0
184,9,28,7,1
850,2,7,9,1
992,9,18,3,1
197,10,21,8,1
198,2,0,0,0
397,1,1,2,0
184,3,2,2,0
223,0,0,0,0
105,1,2,2,0
138,2,11,3,1
168,1,29,4,1
210,0,3,0,0
750,3,18,3,1
22,1,1,2,0
275,2,0,0,0
217,2,1,1,0
64,9,10,6,1
212,9,26,7,1
123,4,30,8,1
150,2,3,1,0
457,6,26,10,1
843,10,3,5,1
879,8,19,6,1
133,1,5,0,0
971,0,13,3,1
174,4,3,4,0
863,7,17,5,1
226,1,6,2,0
591,1,18,9,1
163,3,1,4,0
810,4,15,5,1
148,0,0,2,0
213,2,3,3,0
252,0,0,1,0
96,2,0,5,0
229,3,24,6,1
413,8,24,1,1
748,3,22,10,1
672,5,23,4,1
871,8,5,4,1
293,2,6,0,0
245,0,1,2,0
401,0,3,2,0
301,1,21,3,1
97,0,0,0,0
458,2,2,2,0
400,0,0,1,0
405,1,3,2,0
198,2,2,0,0
128,0,0,0,0
260,0,3,5,0
865,5,7,3,1
501,7,7,5,1
867,1,3,4,1
102,1,2,0,0
877,9,20,5,1
296,0,1,1,0
293,1,3,0,0
429,2,24,6,1
638,9,1,6,1
142,0,0,1,0
153,5,2,6,1
250,2,8,1,0
117,2,29,9,1
646,4,5,7,1
785,5,17,4,1
199,10,15,4,1
31,1,0,0,0
89,5,15,9,1
157,0,5,4,0
731,10,3,0,1
764,10,23,3,1
121,10,19,0,1
655,7,10,1,1
137,7,18,7,1
156,3,11,6,1
213,0,1,5,1
176,5,4,4,1
26,2,1,2,0
259,3,15,6,1
844,10,8,1,1
60,6,7,8,1
789,10,8,9,1
52,2,2,2,0
156,2,4,8,1
55,2,0,1,0
48,2,9,1,0
32,4,3,2,0
515,7,29,2,1
291,0,3,0,0
187,0,2,0,0
155,2,17,5,1
116,10,25,7,1
254,5,3,2,0
375,5,24,1,1
763,6,1,3,1
381,3,24,3,1
930,0,8,7,1
224,2,3,2,0
297,2,0,1,0
849,2,10,5,1
163,2,3,0,0
226,2,2,0,0
721,5,19,1,1
498,10,17,7,1
306,1,6,0,0
510,2,27,3,1
663,6,22,9,1
992,1,18,1,1
178,1,2,2,0
274,0,3,1,0
159,0,0,0,0
160,9,20,0,1
279,0,3,1,0
735,5,20,5,1
65,0,4,2,0
256,3,23,4,1
103,4,3,7,1
73,1,3,1,0
233,3,26,5,1
859,8,15,0,1
157,1,2,0,0
224,1,6,2,0
168,1,2,0,0
698,8,14,0,1
161,0,2,0,0
200,1,5,1,0
195,2,1,1,0
193,2,3,1,0
53,2,16,6,1
77,3,3,2,0
92,0,1,2,0
958,2,19,4,1
647,2,11,1,1
208,4,1,2,0
101,3,0,1,1
269,3,0,1,0
176,1,2,1,0
262,1,0,0,0
839,2,7,9,1
93,0,0,4,0
967,3,28,3,1
195,0,7,1,0
51,2,1,0,0
935,4,10,8,1
109,1,1,0,0
120,0,17,6,1
782,6,6,8,1
214,1,2,3,0
609,6,5,2,1
224,1,1,3,0
451,2,5,3,1
595,3,30,6,1
138,9,5,9,1
242,0,5,1,0
207,0,3,1,0
602,10,16,6,1
88,5,3,5,0
511,3,26,5,1
260,1,1,0,0
687,2,23,3,1
121,3,3,5,1
228,1,3,2,0
283,2,3,5,0
794,4,1,0,1
263,1,0,2,0
333,1,5,10,1
268,0,2,2,0
616,3,8,7,1
197,0,1,6,0
565,6,7,7,1
867,8,26,10,1
468,1,4,1,0
170,6,25,1,1
139,0,3,1,0
784,4,27,3,1
312,3,3,2,0
37,0,2,1,0
757,7,19,6,1
261,1,3,0,0
162,2,3,5,0
122,5,3,3,1
706,1,6,4,1
174,4,14,8,1
292,2,0,5,0
823,5,9,9,1
391,4,22,4,1
836,3,6,3,1
31,0,8,4,0
37,0,1,2,0
589,3,24,5,1
336,3,27,0,1
841,2,28,8,1
220,2,2,1,0
239,1,0,3,0
75,0,2,10,1
363,2,0,0,0
130,2,0,2,0
59,1,0,1,0
281,1,2,0,0
252,2,0,0,0
441,7,27,1,1
148,2,0,1,0
225,3,2,1,0
65,7,15,6,1
232,0,4,8,1
97,2,1,1,0
156,8,24,2,1
822,2,10,8,1
202,2,3,0,0
45,1,2,1,0
148,2,0,2,0
342,1,2,0,0
507,3,3,10,1
267,1,4,1,0
638,7,25,9,1
38,1,2,1,0
140,8,25,7,1
328,1,2,1,0
300,5,3,6,1
102,4,27,10,1
901,3,28,6,1
243,1,3,0,0
567,3,1,9,1
207,2,2,2,0
157,0,23,8,1
414,4,13,10,1
158,9,25,9,1
149,1,0,1,0
247,1,2,2,0
105,1,2,1,0
815,2,13,7,1
121,0,27,4,1
739,2,23,10,1
618,4,1,6,1
276,8,14,6,1
640,5,4,5,1
741,3,13,10,1
802,2,15,3,1
601,5,14,0,1
78,0,1,2,0
848,8,0,3,1
889,9,11,6,1
165,0,20,4,1
62,0,3,2,0
123,0,0,2,0
780,9,7,3,1
731,0,21,3,1
195,4,3,8,1
581,4,0,1,1
264,0,0,2,0
879,0,5,3,1
270,1,2,0,0
470,3,22,10,1
69,0,3,1,0
422,5,1,0,0
380,1,0,1,0
748,10,17,1,1
281,1,1,0,0
38,2,6,1,0
360,2,27,8,1
869,7,12,0,1
300,10,30,7,1
446,0,4,2,0
178,2,18,5,1
290,0,3,6,0
231,1,2,6,0
770,9,0,7,1
211,4,1,0,0
173,1,2,1,0
173,10,22,8,1
297,0,1,2,0
467,8,1,8,1
720,0,30,3,1
213,2,8,1,0
158,10,26,4,1
552,0,13,4,1
491,1,10,3,0
283,2,0,3,0
237,1,1,1,0
637,4,7,9,1
417,5,13,8,1
271,4,1,0,0
264,7,3,9,1
28,1,2,2,0
118,3,23,1,1
290,4,0,0,0
141,0,12,4,1
888,2,4,3,1
588,7,12,4,1
207,7,25,8,1
240,0,0,2,0
115,1,5,0,0
134,4,15,7,1
173,0,9,0,0
194,2,1,0,0
107,1,0,2,0
367,3,2,2,0
76,3,19,7,1
196,4,2,3,0
163,0,7,1,0
460,2,13,8,1
471,2,9,6,1
594,6,19,3,1
257,2,1,0,0
40,2,1,1,0
870,7,1,10,1
111,1,1,1,0
133,2,0,0,0
615,9,12,4,1
217,2,10,0,0
121,7,5,8,1
933,6,14,9,1
166,2,7,1,0
106,0,2,1,0
134,9,2,6,1
911,3,17,4,1
527,4,20,9,1
425,6,2,5,1
156,1,0,2,0
732,2,13,3,1
164,10,12,9,1
120,5,2,1,0
477,10,15,8,1
103,4,0,2,0
733,7,9,9,1
196,1,2,6,0
254,4,4,8,1
106,5,3,1,0
336,3,3,4,0
182,2,26,10,1
289,0,2,3,0
832,8,2,10,1
275,1,0,0,0
738,4,28,7,1
168,5,5,3,1
66,3,18,8,1
985,3,10,3,1
109,1,5,2,0
935,9,8,3,1
251,5,5,0,0
130,1,2,5,0
118,1,1,2,0
140,10,21,9,1
158,6,19,1,1
261,1,2,2,0
577,9,11,8,1
58,2,1,0,0
89,2,1,0,0
328,10,30,10,1
260,8,5,4,1
215,1,1,0,0
197,0,1,2,0
293,2,1,1,0
140,0,2,1,0
193,0,0,2,0
56,4,30,8,1
119,9,9,10,1
996,9,2,8,1
649,6,2,0,1
296,2,1,1,0
735,7,28,4,1
184,4,1,2,0
809,2,5,6,1
892,6,8,6,1
52,0,2,2,0
724,5,3,5,1
39,0,4,0,0
41,2,0,2,0
140,2,0,1,0
70,9,17,1,1
123,3,4,7,1
651,9,11,10,1
239,4,5,2,1
140,8,15,5,1
220,2,0,1,0
364,3,23,6,1
694,5,24,4,1
81,5,23,3,1
298,0,1,1,0
688,8,6,1,1
219,2,7,1,0
938,9,6,3,1
531,3,17,7,1
979,8,28,5,1
56,0,0,5,0
87,1,28,7,1
289,3,3,3,0
78,2,0,1,0
487,5,3,2,0
558,3,5,0,1
472,9,20,1,1
272,5,20,5,1
368,1,4,1,0
396,5,7,9,1
891,8,5,2,1
153,8,24,5,1
402,1,1,1,0
464,5,0,2,0
68,1,1,1,0
134,9,11,1,1
277,1,2,4,0
352,4,15,4,1
552,4,23,9,1
282,1,1,0,0
230,1,2,2,0
260,1,1,1,0
790,3,24,0,1
245,2,1,2,0
288,3,6,1,0
79,4,25,6,1
132,0,10,0,0
786,8,9,0,1
619,2,29,8,1
177,10,11,7,1
223,0,0,1,0
753,4,0,2,1
443,1,28,6,1
187,4,18,3,1
127,9,17,8,1
258,5,9,2,0
392,6,28,9,1
275,9,3,5,1
245,4,16,0,1
26,2,1,1,0
679,10,7,6,1
715,9,28,5,1
493,3,1,4,0
164,7,10,6,1
623,9,5,3,1
155,4,15,10,1
211,10,8,5,1
429,2,1,2,0
87,0,0,1,0
96,1,10,1,0
60,1,3,0,0
156,4,4,0,1
233,1,0,1,0
162,2,3,1,0
88,4,0,1,0
655,1,28,3,1
289,0,1,1,0
142,5,4,2,1
120,7,5,2,1
588,3,11,6,1
253,0,3,0,0
180,10,23,6,1
128,2,1,3,1
69,1,1,2,0
259,0,3,1,0
248,10,3,3,1
304,0,4,1,0
145,1,5,5,0
135,2,2,1,0
308,3,19,3,1
148,2,1,1,0
184,1,2,0,0
46,1,0,2,0
626,7,4,4,1
678,9,14,8,1
160,1,3,0,0
459,1,0,2,0
614,9,21,4,1
268,0,0,2,0
125,0,0,0,0
388,3,21,9,1
908,2,27,9,1
235,10,5,2,1
451,1,2,1,0
124,1,1,2,0
955,6,10,8,1
174,7,12,10,1
237,2,3,6,0
996,4,19,3,1
958,8,11,2,1
50,4,1,1,0
263,0,2,2,0
151,0,0,2,0
179,2,3,0,0
382,4,1,6,0
194,0,3,5,0
788,3,0,8,1
280,2,3,2,0
144,0,2,2,0
133,4,23,3,1
193,4,1,2,0
265,4,2,0,0
72,7,7,1,1
383,0,19,4,1
205,1,1,1,0
331,2,1,1,0
291,5,1,0,0
21,0,1,1,0
863,2,22,10,1
895,2,23,2,1
170,4,20,7,1
725,8,3,9,1
129,2,21,7,1
862,3,2,4,1
40,2,3,2,0
238,1,7,2,0
318,4,25,6,1
52,10,2,2,1
975,8,20,5,1
380,4,4,7,1
164,1,1,0,0
865,7,10,8,1
247,2,0,0,0
411,1,3,2,0
693,9,26,2,1
30,0,1,1,0
93,1,0,2,0
291,9,22,6,1
337,3,9,7,1
76,4,0,2,0
171,1,7,0,0
141,2,3,0,0
338,2,2,0,0
297,5,6,2,1
159,2,1,2,0
163,6,23,3,1
22,2,0,2,0
617,2,14,6,1
446,1,0,2,0
162,2,1,1,0
134,2,22,9,1
790,9,13,1,1
585,9,9,0,1
616,4,30,5,1
169,0,4,1,0
202,3,8,6,1
288,3,1,1,0
295,1,2,5,0
795,5,14,1,1
957,1,10,3,1
38,0,0,2,0
593,8,15,3,1
333,2,2,4,0
134,0,2,5,0
273,2,2,5,0
296,0,0,5,0
291,1,3,1,0
70,2,0,1,0
177,0,1,1,0
167,2,3,4,0
395,10,13,3,1
506,10,9,10,1
132,3,23,3,1
341,4,8,2,0
623,4,25,3,1
869,3,26,6,1
211,1,0,2,0
676,4,9,4,1
173,2,18,6,1
93,9,22,1,1
147,0,3,2,0
206,1,1,2,0
124,0,4,3,0
612,0,22,3,1
185,1,2,2,0
97,4,15,10,1
888,7,9,8,1
816,2,1,2,1
439,5,7,7,1
286,1,10,2,0
842,2,16,4,1
824,2,4,3,1
60,1,2,2,0
154,7,21,8,1
432,9,29,10,1
640,3,16,2,1
188,1,0,2,0
20,2,2,0,0
995,10,7,9,1
26,0,0,0,0
549,1,18,7,1
349,10,25,6,1
352,0,1,2,0
832,4,25,7,1
230,2,1,1,0
123,2,6,1,0
200,4,0,2,0
405,10,14,5,1
241,5,26,3,1
194,1,4,5,0
295,3,1,2,0
119,2,0,5,0
326,8,11,4,1
152,2,1,6,0
667,1,1,7,1
771,0,12,8,1
92,0,4,5,1
85,8,4,9,1
106,0,3,0,0
286,3,23,3,1
129,3,30,1,1
217,5,0,1,0
451,1,29,10,1
448,2,10,4,0
195,5,1,1,0
123,2,2,0,0
199,2,2,1,0
111,2,7,3,1
279,2,0,2,0
996,8,7,7,1
59,0,2,1,0
178,0,8,2,0
770,0,15,7,1
632,0,24,4,1
261,1,4,1,0
140,1,5,4,0
185,2,21,6,1
714,10,19,3,1
360,2,1,5,0
87,10,9,8,1
346,0,2,9,1
632,4,24,4,1
135,0,3,0,1
275,1,1,6,0
142,3,26,9,1
208,1,5,2,0
169,2,0,2,0
829,1,6,6,1
157,2,24,6,1
476,8,18,9,1
122,2,3,2,0
166,4,1,2,0
89,1,3,2,0
658,6,27,10,1
95,2,3,0,0
730,8,20,4,1
255,1,2,0,0
436,9,29,5,1
229,1,3,2,0
997,0,6,6,1
805,3,30,0,1
108,0,1,6,0
308,4,1,1,1
120,5,15,5,1
97,0,3,0,0
530,10,21,7,1
29,4,2,0,0
172,0,1,2,0
825,3,22,10,1
794,2,6,9,1
465,6,12,6,1
550,4,19,4,1
386,0,0,1,0
43,0,1,1,0
149,3,30,2,1
70,2,3,0,0
45,2,1,5,0
306,0,26,10,1
568,8,20,0,1
219,0,0,2,0
506,4,12,7,1
181,0,4,1,0
275,8,1,6,1
249,0,2,4,0
453,6,8,7,1
898,9,8,4,1
197,7,0,10,1
739,5,5,5,1
107,10,11,1,1
517,6,6,7,1
969,4,26,6,1
121,0,9,6,0
119,0,3,1,0
279,6,10,7,1
324,0,8,3,0
132,1,2,1,0
194,3,19,3,1
99,0,1,1,0
282,0,1,4,0
224,1,3,2,0
540,6,8,8,1
180,8,30,9,1
156,2,11,10,1
101,0,9,2,0
207,6,2,5,1
761,3,8,4,1
212,3,19,7,1
286,1,1,0,0
252,10,17,9,1
220,9,24,2,1
215,0,0,0,0
647,7,22,9,1
333,4,3,3,1
84,2,0,3,1
493,4,30,2,1
204,1,1,0,0
238,3,11,9,1
432,2,2,4,0
316,3,3,5,1
379,1,0,0,0
27,1,2,2,0
500,4,18,3,1
600,5,24,8,1
781,10,3,0,1
689,10,27,9,1
180,1,2,0,0
292,1,3,0,0
241,4,5,6,1
965,3,14,8,1
898,10,25,3,1
442,0,23,5,1
382,1,14,0,1
639,2,2,5,1
645,2,9,3,1
61,0,10,3,0
88,2,27,7,1
35,5,1,1,0
130,0,4,2,0
232,1,2,1,0
531,3,25,3,1
127,6,28,10,1
228,0,1,2,0
218,3,12,10,1
250,0,2,2,0
228,1,0,0,0
839,6,0,8,1
984,4,17,9,1
299,0,8,0,0
177,1,1,2,0
313,1,10,2,0
892,7,3,4,1
282,0,5,6,0
560,5,17,3,1
208,0,0,1,0
130,0,1,2,0
454,2,0,5,0
533,4,5,5,1
497,3,5,7,1
243,0,3,2,0
184,5,27,10,1
325,1,0,2,0
218,0,1,6,1
